$crassa_BA_sex
       Geneid methylation  expression
6737 Ntsc7790  0.10354223 11.8758471
6761 Ntsc7814  0.06122449  7.6464282
6796 Ntsc7849  0.08695652  5.2794283
6797 Ntsc7850  0.06225681 10.5498172
6811 Ntsc7864  0.10958904 10.6244969
6827 Ntsc7880  0.11627907  0.2788227
6837 Ntsc7890  0.08176101  6.8094756
6838 Ntsc7891  0.06190476  2.1551801
6841 Ntsc7894  0.11764706  1.6378548
6855 Ntsc7908  0.09117647  5.7701218
6865 Ntsc7918  0.12195122  4.4724523
6880 Ntsc7933  0.05882353  7.0063518
6901 Ntsc7954  0.11570248 10.5528857
6933 Ntsc7986  0.00000000  0.8669279
6934 Ntsc7987  0.11111111 -0.7901864
6964 Ntsc8017  0.00000000  3.7056858
7070 Ntsc8123  0.10000000 -0.9721044
7084 Ntsc8137  0.11475410  5.2757413
7101 Ntsc8154  0.12195122 -0.6997329
7107 Ntsc8160  0.02536232  8.4719450

$sito_BA_sex
       Geneid methylation   expression
7    Ntsc1048  0.08860759  7.034720581
28   Ntsc1069  0.12127660  7.859119881
77   Ntsc1118  0.02083333  6.297701885
97   Ntsc1138  0.00000000  9.898440825
129  Ntsc1170  0.12000000  8.645125399
193  Ntsc1234  0.00000000  7.862254220
273  Ntsc1314  0.09433962  0.262839273
283  Ntsc1324  0.12345679  5.932400580
313  Ntsc1354  0.12592593  6.973097965
385  Ntsc1426  0.00000000  3.400795284
406  Ntsc1447  0.00000000  0.006707957
411  Ntsc1453  0.09090909 -0.036700323
458  Ntsc1500  0.08823529  6.925756677
618  Ntsc1660  0.08928571 11.978347758
636  Ntsc1678  0.10526316  4.690734968
657  Ntsc1699  0.13333333  1.508803369
662  Ntsc1704  0.04878049 -0.013156233
663  Ntsc1705  0.12290503  1.978271983
684  Ntsc1726  0.11428571  4.591582785
734  Ntsc1776  0.04444444 11.237494863
772  Ntsc1814  0.12987013  6.930525484
782  Ntsc1824  0.06250000  3.092669986
797  Ntsc1839  0.10000000 -1.820349177
849  Ntsc1891  0.12643678 -0.983441031
878  Ntsc1920  0.12871287 -2.398664894
928  Ntsc1970  0.10606061 10.412672942
980  Ntsc2022  0.11949686  1.790444138
1009 Ntsc2051  0.11235955  2.359743848
1010 Ntsc2052  0.13157895  7.723089332
1082 Ntsc2124  0.09677419  6.845660238
1124 Ntsc2167  0.11363636  7.213205723
1168 Ntsc2211  0.11575563 10.846519048
1250 Ntsc2293  0.12903226  7.624432866
1253 Ntsc2296  0.00000000 -2.051968062
1308 Ntsc2351  0.05084746 -0.064955915
1335 Ntsc2378  0.09451220 10.718750716
1421 Ntsc2464  0.11764706 -2.399257481
1423 Ntsc2466  0.12500000 -2.303816857
1433 Ntsc2476  0.10256410  0.000000000
1447 Ntsc2490  0.08695652  6.131765718
1475 Ntsc2518  0.11111111  2.272773030
1491 Ntsc2534  0.11428571 11.972996741
1528 Ntsc2571  0.12935323 10.250215468
1570 Ntsc2613  0.09803922  4.701635341
1571 Ntsc2614  0.09615385  4.095015500
1641 Ntsc2684  0.13114754  6.926611151
1669 Ntsc2712  0.11764706  7.625655275
1711 Ntsc2754  0.00000000  1.649259831
1753 Ntsc2796  0.12903226  8.213924572
1798 Ntsc2841  0.11881188 -0.634771788
1858 Ntsc2902  0.11904762  9.238347219
1935 Ntsc2980  0.10204082  3.851487176
2014 Ntsc3059  0.07617360 10.491464029
2057 Ntsc3102  0.10752688  7.311511018
2126 Ntsc3171  0.12962963  8.031735053
2150 Ntsc3195  0.12745098  9.026887442
2192 Ntsc3237  0.13235294  9.607756133
2250 Ntsc3295  0.00000000  4.648069856
2403 Ntsc3448  0.12790698  5.153663835
2455 Ntsc3500  0.11764706  6.765073493
2570 Ntsc3615  0.11864407  8.457254986
2582 Ntsc3627  0.13076923  1.966678100
2812 Ntsc3858  0.12500000  2.278083184
2830 Ntsc3876  0.13157895  9.620776100
2847 Ntsc3893  0.10769231  6.720299944
2879 Ntsc3925  0.10526316  4.076810752
2916 Ntsc3963  0.05263158 -0.436665917
2935 Ntsc3982  0.11805556 10.245567779
3060 Ntsc4107  0.13043478 -1.500332602
3320 Ntsc4367  0.11764706  4.376506510
3364 Ntsc4411  0.11419753 12.487181364
3381 Ntsc4428  0.10638298  5.926310157
3405 Ntsc4452  0.06521739  5.057410723
3478 Ntsc4525  0.09022556  0.617687077
3630 Ntsc4677  0.13114754 11.377154432
3712 Ntsc4759  0.10526316 -1.347612168
3769 Ntsc4816  0.08771930  3.277413727
3838 Ntsc4885  0.12931034  8.741749288
3897 Ntsc4944  0.09375000  8.816829448
3924 Ntsc4971  0.11640212 -1.310741991
4180 Ntsc5227  0.11016949  8.558151137
4187 Ntsc5234  0.02272727  0.944350448
4353 Ntsc5401  0.10714286 -1.323863101
4363 Ntsc5411  0.12500000  5.214157848
4437 Ntsc5485  0.00000000  9.586176431
4460 Ntsc5508  0.08695652 -0.556627849
4496 Ntsc5544  0.08333333  7.503020448
4682 Ntsc5730  0.09302326  6.111410377
4727 Ntsc5775  0.11956522  9.128992378
4792 Ntsc5840  0.11111111 -1.879273354
5012 Ntsc6060  0.12962963 -0.010795797
5083 Ntsc6131  0.11538462 -1.075922606
5107 Ntsc6155  0.00000000  1.663373576
5351 Ntsc6400  0.00000000  5.191489670
5410 Ntsc6459  0.10204082  2.365259472
5510 Ntsc6559  0.11475410  4.724774379
5630 Ntsc6681  0.00000000  1.977159050
5650 Ntsc6701  0.13333333  5.880069227
5664 Ntsc6715  0.10126582  8.568611286
5666 Ntsc6717  0.09615385  9.185036479
5960 Ntsc7011  0.12500000  9.887125060
5961 Ntsc7012  0.00000000  7.753908150
5976 Ntsc7027  0.05084746  1.676550455
5991 Ntsc7042  0.12500000  6.121244386
6017 Ntsc7068  0.11764706  8.422742435
6068 Ntsc7119  0.08333333  0.443442255
6079 Ntsc7130  0.09360190 11.024512853
6107 Ntsc7158  0.12500000  2.724651367
6120 Ntsc7171  0.05882353  4.509417707
6158 Ntsc7209  0.10416667  6.294656666
6192 Ntsc7243  0.12121212  6.005577860
6488 Ntsc7540  0.13114754 -1.820226531
6536 Ntsc7588  0.11250000  4.045152994
6600 Ntsc7652  0.12500000  5.350751578
6641 Ntsc7694  0.12121212  9.556980198
6646 Ntsc7699  0.08928571  9.234382721
6651 Ntsc7704  0.11320755  9.231365025
6715 Ntsc7768  0.13043478  6.823890395
6743 Ntsc7796  0.08695652  0.034445438
6761 Ntsc7814  0.10204082  9.678376577
6803 Ntsc7856  0.10810811  7.979516427
6855 Ntsc7908  0.09411765  6.331027135
6856 Ntsc7909  0.13197970 11.156823477
6934 Ntsc7987  0.11111111 -0.791789989
6936 Ntsc7989  0.10294118  0.405277588
7045 Ntsc8098  0.09677419  4.042464268
7062 Ntsc8115  0.09756098  0.394280080
7070 Ntsc8123  0.10000000 -0.995153768
7075 Ntsc8128  0.11627907 -1.182085535
7091 Ntsc8144  0.11111111  1.220749197
7101 Ntsc8154  0.07317073 -0.461644685
7107 Ntsc8160  0.04166667  8.191688207

$sito_sa_sex
       Geneid methylation   expression
7    Ntsc1048  0.16455696  7.135955439
28   Ntsc1069  0.15531915  7.872763082
77   Ntsc1118  0.12500000  6.228383870
80   Ntsc1121  0.05882353  0.154731168
97   Ntsc1138  0.00000000  9.980006392
142  Ntsc1183  0.07692308  0.136486563
193  Ntsc1234  0.00000000  7.890158727
273  Ntsc1314  0.14150943  0.349175707
283  Ntsc1324  0.16049383  5.792382633
385  Ntsc1426  0.00000000  3.406685317
406  Ntsc1447  0.00000000  0.571242215
414  Ntsc1456  0.14035088  7.787753179
437  Ntsc1479  0.15306122  8.533506074
458  Ntsc1500  0.13725490  7.826763690
463  Ntsc1505  0.14893617  4.432018353
636  Ntsc1678  0.15789474  4.646350891
638  Ntsc1680  0.10714286  6.330730141
660  Ntsc1702  0.05882353 -2.255654889
662  Ntsc1704  0.14634146 -0.003433784
663  Ntsc1705  0.13221601  1.916272226
684  Ntsc1726  0.11428571  4.260872153
734  Ntsc1776  0.11111111 11.165185549
763  Ntsc1805  0.16216216  4.218044849
782  Ntsc1824  0.15625000  3.034854586
800  Ntsc1842  0.16161616  6.028730749
891  Ntsc1933  0.14705882  1.860457874
928  Ntsc1970  0.13636364 11.158655248
978  Ntsc2020  0.15714286  9.781099398
1014 Ntsc2056  0.14754098  2.714732117
1080 Ntsc2122  0.16129032 -0.556935488
1082 Ntsc2124  0.16129032  6.913500146
1101 Ntsc2144  0.15384615 -2.064694692
1124 Ntsc2167  0.13636364  7.587983920
1143 Ntsc2186  0.08163265  5.578804211
1168 Ntsc2211  0.12540193 10.985420521
1195 Ntsc2238  0.11428571  7.257686203
1308 Ntsc2351  0.11864407 -0.045736815
1335 Ntsc2378  0.09756098 10.816201871
1423 Ntsc2466  0.10714286 -2.303739414
1433 Ntsc2476  0.07692308  0.000000000
1447 Ntsc2490  0.04347826  6.035344136
1479 Ntsc2522  0.14516129  8.253497476
1494 Ntsc2537  0.10389610  4.379699187
1522 Ntsc2565  0.11764706  3.943541270
1592 Ntsc2635  0.11881188  1.555684850
1690 Ntsc2733  0.15384615  8.342135311
1711 Ntsc2754  0.06250000  1.292493157
1713 Ntsc2756  0.14705882  1.924740925
1715 Ntsc2758  0.15053763  5.623657007
1773 Ntsc2816  0.15000000  7.651713123
1776 Ntsc2819  0.15000000  4.455129072
1798 Ntsc2841  0.10891089 -0.714350688
1842 Ntsc2886  0.14084507  2.264485667
2014 Ntsc3059  0.07174491 10.331115939
2031 Ntsc3076  0.15789474  4.519411759
2041 Ntsc3086  0.15254237  1.846973119
2057 Ntsc3102  0.10573477  7.258319304
2142 Ntsc3187  0.13684211  6.548187827
2192 Ntsc3237  0.13235294  9.669117705
2499 Ntsc3544  0.09375000  8.144317308
2525 Ntsc3570  0.16049383  6.711473307
2754 Ntsc3800  0.14754098  9.075281642
2774 Ntsc3820  0.15873016  7.051202634
2898 Ntsc3945  0.15501520  1.487284664
3046 Ntsc4093  0.14814815  7.666274269
3179 Ntsc4226  0.15094340  7.684017812
3348 Ntsc4395  0.15151515  3.424011308
3364 Ntsc4411  0.10802469 12.130952977
3389 Ntsc4436  0.15873016  3.059966666
3396 Ntsc4443  0.13636364  7.068926263
3460 Ntsc4507  0.16049383  8.011478773
3478 Ntsc4525  0.09774436  0.565848206
3509 Ntsc4556  0.12765957  6.823838510
3624 Ntsc4671  0.15384615  6.453091192
3656 Ntsc4703  0.16216216 -0.564713476
3663 Ntsc4710  0.15384615 -0.770454052
3709 Ntsc4756  0.15625000  0.513521575
3712 Ntsc4759  0.05263158 -1.374905352
3714 Ntsc4761  0.11363636 -0.877586611
3762 Ntsc4809  0.16101695  8.338768854
3790 Ntsc4837  0.05882353  0.954996220
3831 Ntsc4878  0.15789474 11.175398191
3897 Ntsc4944  0.07812500  8.789384571
4074 Ntsc5121  0.15217391  1.565799784
4103 Ntsc5150  0.09677419  3.637584873
4267 Ntsc5315  0.15384615  6.191819791
4346 Ntsc5394  0.00000000  2.089476032
4353 Ntsc5401  0.16071429 -1.323352686
4430 Ntsc5478  0.12500000  7.278397060
4460 Ntsc5508  0.04347826 -0.584637787
4496 Ntsc5544  0.08333333  7.897956773
4538 Ntsc5586  0.13636364  2.557530624
4545 Ntsc5593  0.15384615  4.706634837
4690 Ntsc5738  0.16071429  2.904515517
4792 Ntsc5840  0.08333333 -1.879004040
4990 Ntsc6038  0.13953488  9.430673474
5023 Ntsc6071  0.08000000  0.447207051
5029 Ntsc6077  0.07142857  0.718110568
5107 Ntsc6155  0.08333333  1.488825478
5189 Ntsc6237  0.14814815  5.825189143
5351 Ntsc6400  0.00000000  5.329749564
5410 Ntsc6459  0.13265306  2.348258334
5510 Ntsc6559  0.16393443  4.890744164
5516 Ntsc6565  0.15730337  9.865726324
5559 Ntsc6609  0.10256410 -2.157005107
5630 Ntsc6681  0.07142857  2.432978897
5664 Ntsc6715  0.11814346  8.650823321
5666 Ntsc6717  0.15384615  9.373289834
5696 Ntsc6747  0.13213213  8.009859806
5704 Ntsc6755  0.10000000  0.812594645
5735 Ntsc6786  0.13986014  6.852558731
5756 Ntsc6807  0.15151515  1.058466578
5781 Ntsc6832  0.14970060 12.968176216
5849 Ntsc6900  0.16260163 10.249397607
5868 Ntsc6919  0.10975610  6.821543822
5962 Ntsc7013  0.16279070 -2.399379130
5976 Ntsc7027  0.13559322  1.581287222
5991 Ntsc7042  0.12500000  5.186730742
5994 Ntsc7045  0.16000000 10.040322373
6054 Ntsc7105  0.10000000 -0.598870356
6064 Ntsc7115  0.13333333  2.253704889
6079 Ntsc7130  0.09715640 10.909202210
6087 Ntsc7138  0.15151515  2.724967623
6107 Ntsc7158  0.15625000  3.034873574
6120 Ntsc7171  0.11764706  5.544269059
6141 Ntsc7192  0.12500000  2.715626245
6158 Ntsc7209  0.08333333  6.610291711
6192 Ntsc7243  0.09090909  6.074392914
6234 Ntsc7285  0.12280702  4.934357958
6250 Ntsc7301  0.16417910  3.569752994
6358 Ntsc7410  0.16000000  8.166767424
6480 Ntsc7532  0.15517241  3.123403459
6573 Ntsc7625  0.15740741  4.571396885
6646 Ntsc7699  0.08928571  9.319790193
6668 Ntsc7721  0.15789474  6.199872665
6737 Ntsc7790  0.15803815 11.863501149
6749 Ntsc7802  0.13157895  6.630668680
6755 Ntsc7808  0.15873016  5.891249400
6796 Ntsc7849  0.13043478  2.931505459
6797 Ntsc7850  0.09338521 10.066506645
6855 Ntsc7908  0.09117647  6.126758108
6865 Ntsc7918  0.14634146  4.512757168
6933 Ntsc7986  0.00000000  0.813074530
6934 Ntsc7987  0.11111111 -0.791752036
6936 Ntsc7989  0.14705882  0.405395882
6986 Ntsc8039  0.15044248  5.289342064
7019 Ntsc8072  0.16058394 -1.289121346
7075 Ntsc8128  0.13953488 -1.139794636
7076 Ntsc8129  0.15384615  8.826087426
7081 Ntsc8134  0.12500000  8.369129252
7091 Ntsc8144  0.11111111  1.196351038
7101 Ntsc8154  0.07317073 -0.680780378
7107 Ntsc8160  0.04710145  8.306146096

