Geneid	Locus	Namespace	GO.ID	GO.term	pubMedId	EvidenceCode
Ntsc7394	NCU04063	cellular_component	GO:0030127	COPII vesicle coat	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7394	NCU04063	molecular_function	GO:0005198	structural molecule activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7395	NCU04065	molecular_function	GO:0005267	potassium channel activity	12582135	IGI: Inferred from Genetic Interaction
Ntsc7426	NCU04068	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
Ntsc7426	NCU04068	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
Ntsc7426	NCU04068	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	ISS: Inferred from Sequence or Structural Similarity
Ntsc7426	NCU04068	molecular_function	GO:0003735	structural constituent of ribosome	16451194	ISS: Inferred from Sequence or Structural Similarity
Ntsc7436	NCU04091	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc4530	NCU04098	biological_process	GO:0006970	response to osmotic stress	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4530	NCU04098	biological_process	GO:0006979	response to oxidative stress	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4530	NCU04098	biological_process	GO:0016226	iron-sulfur cluster assembly	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4530	NCU04098	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4530	NCU04098	cellular_component	GO:0005759	mitochondrial matrix	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4530	NCU04098	molecular_function	GO:0030508	thiol-disulfide exchange intermediate activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4535	NCU04110	biological_process	GO:0000349	generation of catalytic spliceosome for first transesterification step	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4535	NCU04110	cellular_component	GO:0000243	commitment complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4535	NCU04110	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4535	NCU04110	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4537	NCU04120	biological_process	GO:0007186	G-protein coupled receptor protein signaling pathway	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4537	NCU04120	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4537	NCU04120	cellular_component	GO:0005886	plasma membrane	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4537	NCU04120	molecular_function	GO:0005509	calcium ion binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4537	NCU04120	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4537	NCU04120	molecular_function	GO:0031997	N-terminal myristoylation domain binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4538	NCU04121	biological_process	GO:0006895	Golgi to endosome transport	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4538	NCU04121	cellular_component	GO:0030121	AP-1 adaptor complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4538	NCU04121	cellular_component	GO:0030130	clathrin coat of trans-Golgi network vesicle	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4538	NCU04121	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4538	NCU04121	molecular_function	GO:0030276	clathrin binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1636	NCU04138	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
Ntsc1636	NCU04138	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
Ntsc1636	NCU04138	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	ISS: Inferred from Sequence or Structural Similarity
Ntsc1636	NCU04138	molecular_function	GO:0003735	structural constituent of ribosome	16451194	ISS: Inferred from Sequence or Structural Similarity
Ntsc4576	NCU04140	biological_process	GO:0006457	protein folding	1696687	IDA: Inferred from Direct Assay
Ntsc4576	NCU04140	cellular_component	GO:0005737	cytoplasm	18948221	IEP: Inferred from Expression Pattern
Ntsc4576	NCU04140	cellular_component	GO:0005739	mitochondrion	18948221	IEP: Inferred from Expression Pattern
Ntsc4576	NCU04140	molecular_function	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	1696687	IDA: Inferred from Direct Assay
Ntsc4576	NCU04140	molecular_function	GO:0005528	FK506 binding	1696687	IDA: Inferred from Direct Assay
Ntsc4542	NCU04142	biological_process	GO:0000723	telomere maintenance	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4542	NCU04142	biological_process	GO:0006457	protein folding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4542	NCU04142	biological_process	GO:0006950	response to stress	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4542	NCU04142	biological_process	GO:0009408	response to heat	18586951	IEP: Inferred from Expression Pattern
Ntsc4542	NCU04142	biological_process	GO:0043248	proteasome assembly	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4542	NCU04142	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
Ntsc4542	NCU04142	biological_process	GO:0051289	protein homotetramerization	9254620	IEP: Inferred from Expression Pattern
Ntsc4542	NCU04142	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4542	NCU04142	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4542	NCU04142	molecular_function	GO:0051082	unfolded protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4542	NCU04142	molecular_function	GO:0051087	chaperone binding	9254620	IPI: Inferred from Physical Interaction
Ntsc4544	NCU04150	biological_process	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4544	NCU04150	biological_process	GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4544	NCU04150	biological_process	GO:0042273	ribosomal large subunit biogenesis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4544	NCU04150	cellular_component	GO:0005730	nucleolus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4546	NCU04156	biological_process	GO:0000723	telomere maintenance	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4546	NCU04156	biological_process	GO:0006696	ergosterol biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4546	NCU04156	cellular_component	GO:0005783	endoplasmic reticulum	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4546	NCU04156	molecular_function	GO:0000247	C-8 sterol isomerase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1650	NCU04158	biological_process	GO:0043392	negative regulation of DNA binding	7612627	IEP: Inferred from Expression Pattern
Ntsc1650	NCU04158	biological_process	GO:0090352	regulation of nitrate assimilation	2528690	IMP: Inferred from Mutant Phenotype
Ntsc1650	NCU04158	molecular_function	GO:0043565	sequence-specific DNA binding	7612627	IPI: Inferred from Physical Interaction
Ntsc7931	NCU04159	biological_process	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7931	NCU04159	biological_process	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7931	NCU04159	biological_process	GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7931	NCU04159	cellular_component	GO:0005730	nucleolus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7931	NCU04159	cellular_component	GO:0032040	small-subunit processome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7932	NCU04189	biological_process	GO:0007163	establishment or maintenance of cell polarity	12960438	IMP: Inferred from Mutant Phenotype
Ntsc7932	NCU04189	biological_process	GO:0030448	hyphal growth	9099631	IMP: Inferred from Mutant Phenotype
Ntsc7932	NCU04189	cellular_component	GO:0000148	1,3-beta-D-glucan synthase complex	9099631	IC: Inferred by Curator
Ntsc7932	NCU04189	cellular_component	GO:0001411	hyphal tip	19843220	IEP: Inferred from Expression Pattern
Ntsc7932	NCU04189	cellular_component	GO:0031521	spitzenkorper	19843220	IEP: Inferred from Expression Pattern
Ntsc7932	NCU04189	molecular_function	GO:0003843	1,3-beta-D-glucan synthase activity	9099631	IMP: Inferred from Mutant Phenotype
Ntsc4590	NCU04202	biological_process	GO:0006979	response to oxidative stress	16697373	IMP: Inferred from Mutant Phenotype
Ntsc4590	NCU04202	biological_process	GO:0009637	response to blue light	10583364	TAS: Traceable Author Statement
Ntsc4590	NCU04202	biological_process	GO:0016310	phosphorylation	10583364	IDA: Inferred from Direct Assay
Ntsc4590	NCU04202	biological_process	GO:0030448	hyphal growth	19765588	IMP: Inferred from Mutant Phenotype
Ntsc4590	NCU04202	biological_process	GO:0046777	protein autophosphorylation	10583364	IDA: Inferred from Direct Assay
Ntsc4590	NCU04202	molecular_function	GO:0004550	nucleoside diphosphate kinase activity	10583364	IDA: Inferred from Direct Assay
Ntsc4590	NCU04202	molecular_function	GO:0051287	NAD binding	17636331	IDA: Inferred from Direct Assay
Ntsc4593	NCU04216	biological_process	GO:0006189	'de novo' IMP biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4593	NCU04216	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4593	NCU04216	molecular_function	GO:0004044	amidophosphoribosyltransferase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4560	NCU04221	biological_process	GO:0005991	trehalose metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4560	NCU04221	biological_process	GO:0006970	response to osmotic stress	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4560	NCU04221	biological_process	GO:0006979	response to oxidative stress	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4560	NCU04221	biological_process	GO:0009408	response to heat	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4560	NCU04221	biological_process	GO:0009409	response to cold	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4560	NCU04221	biological_process	GO:0030437	ascospore formation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4560	NCU04221	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4560	NCU04221	molecular_function	GO:0004555	alpha,alpha-trehalase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4560	NCU04221	molecular_function	GO:0005509	calcium ion binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4560	NCU04221	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4560	NCU04221	molecular_function	GO:0015927	trehalase activity	10564806	IDA: Inferred from Direct Assay
Ntsc4560	NCU04221	molecular_function	GO:0015927	trehalase activity	19073263	IDA: Inferred from Direct Assay
Ntsc1644	NCU04225	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
Ntsc1644	NCU04225	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
Ntsc1644	NCU04225	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	IPI: Inferred from Physical Interaction
Ntsc1644	NCU04225	molecular_function	GO:0003735	structural constituent of ribosome	16451194	IPI: Inferred from Physical Interaction
Ntsc4561	NCU04230	biological_process	GO:0006097	glyoxylate cycle	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4561	NCU04230	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
Ntsc4561	NCU04230	molecular_function	GO:0004451	isocitrate lyase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4561	NCU04230	molecular_function	GO:0004451	isocitrate lyase activity	2947898	IDA: Inferred from Direct Assay
Ntsc4564	NCU04243	biological_process	GO:0006364	rRNA processing	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4564	NCU04243	cellular_component	GO:0030686	90S preribosome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4564	NCU04243	molecular_function	GO:0030515	snoRNA binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4564	NCU04243	molecular_function	GO:0042134	rRNA primary transcript binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4564	NCU04243	molecular_function	GO:0043047	single-stranded telomeric DNA binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4565	NCU04244	biological_process	GO:0030437	ascospore formation	14599895	IMP: Inferred from Mutant Phenotype
Ntsc4565	NCU04244	biological_process	GO:0030448	hyphal growth	14599895	IMP: Inferred from Mutant Phenotype
Ntsc4597	NCU04245	biological_process	GO:0006626	protein targeting to mitochondrion	10501936	IMP: Inferred from Mutant Phenotype
Ntsc4597	NCU04245	biological_process	GO:0007005	mitochondrion organization	10501936	IMP: Inferred from Mutant Phenotype
Ntsc4597	NCU04245	biological_process	GO:0030448	hyphal growth	10501936	IMP: Inferred from Mutant Phenotype
Ntsc4597	NCU04245	biological_process	GO:0048315	conidium formation	10501936	IMP: Inferred from Mutant Phenotype
Ntsc4597	NCU04245	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
Ntsc4597	NCU04245	cellular_component	GO:0005742	mitochondrial outer membrane translocase complex	9635430	IPI: Inferred from Physical Interaction
Ntsc4597	NCU04245	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
Ntsc4597	NCU04245	molecular_function	GO:0070678	preprotein binding	8163488	IPI: Inferred from Physical Interaction
Ntsc1659	NCU04264	biological_process	GO:0030448	hyphal growth	21354536	IMP: Inferred from Mutant Phenotype
Ntsc1647	NCU04265	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc1647	NCU04265	biological_process	GO:0009750	response to fructose stimulus	17625933	IDA: Inferred from Direct Assay
Ntsc1647	NCU04265	biological_process	GO:0045014	negative regulation of transcription by glucose	17625933	IDA: Inferred from Direct Assay
Ntsc1660	NCU04266	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc4617	NCU04281	biological_process	GO:0001558	regulation of cell growth	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	biological_process	GO:0006810	transport	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	biological_process	GO:0007165	signal transduction	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	biological_process	GO:0030950	establishment or maintenance of actin cytoskeleton polarity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	biological_process	GO:0031505	fungal-type cell wall organization	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	biological_process	GO:0031929	TOR signaling cascade	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	biological_process	GO:0031930	mitochondria-nucleus signaling pathway	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	cellular_component	GO:0000139	Golgi membrane	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	cellular_component	GO:0000300	peripheral to membrane of membrane fraction	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	cellular_component	GO:0010008	endosome membrane	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	cellular_component	GO:0031234	extrinsic to internal side of plasma membrane	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	cellular_component	GO:0031931	TORC1 complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	cellular_component	GO:0031932	TORC2 complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4617	NCU04281	molecular_function	GO:0030295	protein kinase activator activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4618	NCU04288	biological_process	GO:0006606	protein import into nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4618	NCU04288	biological_process	GO:0016973	poly(A)+ mRNA export from nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4618	NCU04288	cellular_component	GO:0005635	nuclear envelope	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4618	NCU04288	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1664	NCU04294	biological_process	GO:0000239	pachytene	16461906	IMP: Inferred from Mutant Phenotype
Ntsc1664	NCU04294	biological_process	GO:0007128	meiotic prophase I	16461906	IMP: Inferred from Mutant Phenotype
Ntsc1664	NCU04294	biological_process	GO:0016458	gene silencing	16461906	IMP: Inferred from Mutant Phenotype
Ntsc1664	NCU04294	biological_process	GO:0048622	reproductive sporulation	16461906	IMP: Inferred from Mutant Phenotype
Ntsc1664	NCU04294	cellular_component	GO:0005737	cytoplasm	18202398	IDA: Inferred from Direct Assay
Ntsc1664	NCU04294	cellular_component	GO:0048471	perinuclear region of cytoplasm	16461906	IEP: Inferred from Expression Pattern
Ntsc4627	NCU04295	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc4628	NCU04302	biological_process	GO:0030448	hyphal growth	21354536	IMP: Inferred from Mutant Phenotype
Ntsc4669	NCU04321	biological_process	GO:0000280	nuclear division	22395065	IMP: Inferred from Mutant Phenotype
Ntsc4669	NCU04321	biological_process	GO:0048478	replication fork protection	22395065	IMP: Inferred from Mutant Phenotype
Ntsc4656	NCU04331	biological_process	GO:0000027	ribosomal large subunit assembly	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4656	NCU04331	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4656	NCU04331	cellular_component	GO:0022625	cytosolic large ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4656	NCU04331	molecular_function	GO:0003723	RNA binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4656	NCU04331	molecular_function	GO:0003735	structural constituent of ribosome	None	IMP: Inferred from Mutant Phenotype
Ntsc5229	NCU04334	biological_process	GO:0006457	protein folding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5229	NCU04334	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5229	NCU04334	cellular_component	GO:0005759	mitochondrial matrix	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5229	NCU04334	molecular_function	GO:0051082	unfolded protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5229	NCU04334	molecular_function	GO:0051087	chaperone binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5242	NCU04335	biological_process	GO:0009651	response to salt stress	21965514	IMP: Inferred from Mutant Phenotype
Ntsc5228	NCU04336	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
Ntsc5228	NCU04336	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
Ntsc5228	NCU04336	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	ISS: Inferred from Sequence or Structural Similarity
Ntsc5228	NCU04336	molecular_function	GO:0003735	structural constituent of ribosome	16451194	IPI: Inferred from Physical Interaction
Ntsc5227	NCU04342	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc5237	NCU04343	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc5237	NCU04343	biological_process	GO:0033194	response to hydroperoxide	22209968	IMP: Inferred from Mutant Phenotype
Ntsc5222	NCU04368	biological_process	GO:0007047	cellular cell wall organization	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5222	NCU04368	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5222	NCU04368	molecular_function	GO:0004364	glutathione transferase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5203	NCU04385	biological_process	GO:0009098	leucine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5203	NCU04385	cellular_component	GO:0005625	soluble fraction	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5203	NCU04385	molecular_function	GO:0003861	3-isopropylmalate dehydratase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5202	NCU04389	molecular_function	GO:0042054	histone methyltransferase activity	16087750	ISS: Inferred from Sequence or Structural Similarity
Ntsc1834	NCU04395	cellular_component	GO:0009277	fungal-type cell wall	16861813	TAS: Traceable Author Statement
Ntsc1834	NCU04395	molecular_function	GO:0046557	glucan endo-1,6-beta-glucosidase activity	12162562	IDA: Inferred from Direct Assay
Ntsc5188	NCU04404	biological_process	GO:0006888	ER to Golgi vesicle-mediated transport	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5188	NCU04404	cellular_component	GO:0030126	COPI vesicle coat	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5180	NCU04405	biological_process	GO:0000398	nuclear mRNA splicing, via spliceosome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5180	NCU04405	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5178	NCU04414	biological_process	GO:0006511	ubiquitin-dependent protein catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5178	NCU04414	cellular_component	GO:0008540	proteasome regulatory particle, base subcomplex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5178	NCU04414	molecular_function	GO:0004175	endopeptidase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5178	NCU04414	molecular_function	GO:0016887	ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5147	NCU04426	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	21965514	IMP: Inferred from Mutant Phenotype
Ntsc5147	NCU04426	biological_process	GO:0006979	response to oxidative stress	21965514	IMP: Inferred from Mutant Phenotype
Ntsc5147	NCU04426	biological_process	GO:0030437	ascospore formation	21965514	IMP: Inferred from Mutant Phenotype
Ntsc5147	NCU04426	biological_process	GO:0030448	hyphal growth	21965514	IMP: Inferred from Mutant Phenotype
Ntsc5194	NCU04442	biological_process	GO:0019388	galactose catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5194	NCU04442	cellular_component	GO:0005625	soluble fraction	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5194	NCU04442	molecular_function	GO:0003978	UDP-glucose 4-epimerase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5194	NCU04442	molecular_function	GO:0004034	aldose 1-epimerase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5141	NCU04448	biological_process	GO:0006457	protein folding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5141	NCU04448	biological_process	GO:0007010	cytoskeleton organization	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5141	NCU04448	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5141	NCU04448	cellular_component	GO:0005832	chaperonin-containing T-complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5141	NCU04448	cellular_component	GO:0005856	cytoskeleton	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5141	NCU04448	molecular_function	GO:0051082	unfolded protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1829	NCU04452	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc5167	NCU04460	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc5167	NCU04460	biological_process	GO:0016036	cellular response to phosphate starvation	17898858	IEP: Inferred from Expression Pattern
Ntsc5167	NCU04460	biological_process	GO:0033499	galactose catabolic process via UDP-galactose	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5167	NCU04460	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5167	NCU04460	molecular_function	GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5192	NCU04488	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
Ntsc5162	NCU04490	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
Ntsc5128	NCU04510	biological_process	GO:0006970	response to osmotic stress	16990038	IEP: Inferred from Expression Pattern
Ntsc5128	NCU04510	biological_process	GO:0009408	response to heat	16990038	IEP: Inferred from Expression Pattern
Ntsc5128	NCU04510	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc5128	NCU04510	biological_process	GO:0042538	hyperosmotic salinity response	16990038	IEP: Inferred from Expression Pattern
Ntsc5128	NCU04510	biological_process	GO:0071470	cellular response to osmotic stress	22240319	IEP: Inferred from Expression Pattern
Ntsc5154	NCU04513	biological_process	GO:0030448	hyphal growth	21354536	IMP: Inferred from Mutant Phenotype
Ntsc2422	NCU04533	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc6914	NCU04540	biological_process	GO:0016567	protein ubiquitination	12941694	IMP: Inferred from Mutant Phenotype
Ntsc6914	NCU04540	biological_process	GO:0042752	regulation of circadian rhythm	12941694	IMP: Inferred from Mutant Phenotype
Ntsc6914	NCU04540	cellular_component	GO:0019005	SCF ubiquitin ligase complex	15961524	IPI: Inferred from Physical Interaction
Ntsc6910	NCU04552	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6910	NCU04552	cellular_component	GO:0022627	cytosolic small ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6910	NCU04552	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6925	NCU04554	biological_process	GO:0031667	response to nutrient levels	22796096	IEP: Inferred from Expression Pattern
Ntsc1473	NCU04561	biological_process	GO:0048021	regulation of melanin biosynthetic process	16801547	IMP: Inferred from Mutant Phenotype
Ntsc1482	NCU04566	biological_process	GO:0006979	response to oxidative stress	21965514	IMP: Inferred from Mutant Phenotype
Ntsc1482	NCU04566	biological_process	GO:0009651	response to salt stress	21965514	IMP: Inferred from Mutant Phenotype
Ntsc4011	NCU04605	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc3982	NCU04635	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc3981	NCU04636	biological_process	GO:0006879	cellular iron ion homeostasis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3981	NCU04636	biological_process	GO:0016226	iron-sulfur cluster assembly	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3981	NCU04636	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3981	NCU04636	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3981	NCU04636	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
